Volatility 3 Framework 2.7.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
1032	svchost.exe	0xe1ed5150	0x6f8	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1bdabe8	0x6fc	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe20e0428	0x700	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1fc7278	0x704	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1f18860	0x708	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1f56988	0x70c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1eda8b0	0x710	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1f34620	0x714	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1f16e40	0x718	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1e72dc8	0x71c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1f16dd8	0x720	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe20de610	0x724	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1a65bf0	0x728	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1e72d60	0x72c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe20e5b78	0x730	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1be3a78	0x734	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe20e0500	0x738	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81fe7d30	0x73c	Semaphore	0x100003	
1032	svchost.exe	0xe15fbf08	0x740	Port	0x1f0001	SECLOGON
1032	svchost.exe	0x81ca7cb8	0x744	Event	0x1f0003	
1032	svchost.exe	0x81df6288	0x748	Thread	0x1f03ff	Tid 1640 Pid 1032
1032	svchost.exe	0x81eb3bb0	0x74c	Event	0x1f0003	SENS Started Event
1032	svchost.exe	0x81fe7cd0	0x750	Event	0x1f0003	
1032	svchost.exe	0x81caa1a8	0x754	Semaphore	0x100003	
1032	svchost.exe	0xe1f57ad8	0x758	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81caa230	0x75c	Event	0x1f0003	
1032	svchost.exe	0xe1b3b7d0	0x760	Port	0x1f0001	
1032	svchost.exe	0xe1bf41f8	0x768	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81dbb898	0x76c	Event	0x1f0003	
1032	svchost.exe	0x81fe7d78	0x770	Semaphore	0x1f0003	PowerProfileRegistrySemaphore
1032	svchost.exe	0x81fe6d70	0x774	Mutant	0x1f0001	SRDataStore
1032	svchost.exe	0x820f0590	0x778	Event	0x1f0003	SRCounter
1032	svchost.exe	0x81da7918	0x77c	Event	0x1f0003	SRStopEvent
1032	svchost.exe	0x81e6b918	0x780	Event	0x1f0003	SRInitEvent
1032	svchost.exe	0x81fbb570	0x784	Event	0x21f0003	
1032	svchost.exe	0x820659b8	0x788	Event	0x1f0003	SRIdleReqEvent
1032	svchost.exe	0x81ca7d20	0x78c	File	0x12019f	\Device\SystemRestore
1032	svchost.exe	0x81fe6d70	0x790	Mutant	0x100000	SRDataStore
1032	svchost.exe	0x8206d8e8	0x794	Event	0x1f0003	
1032	svchost.exe	0x8206d870	0x798	Event	0x1f0003	
1032	svchost.exe	0xe1b45cf0	0x79c	Key	0x10	MACHINE\SYSTEM\CONTROLSET001\SERVICES\LANMANSERVER\PARAMETERS
1032	svchost.exe	0xe1f16d68	0x7a0	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\EVENTSYSTEM\{26C409CC-AE86-11D1-B616-00805FC79216}
1032	svchost.exe	0xe1e85578	0x7a4	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81d9f020	0x7a8	Timer	0x1f0003	
1032	svchost.exe	0xe1a9cae0	0x7ac	Key	0x10	MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\EPOCH
1032	svchost.exe	0x81e087e0	0x7b0	Event	0x1f0003	
1032	svchost.exe	0x81da6380	0x7b4	Event	0x1f0003	
1032	svchost.exe	0xe1585c00	0x7b8	Port	0x1f0001	senssvc
1032	svchost.exe	0xe28aa760	0x7bc	Port	0x1f0001	
1032	svchost.exe	0xe1503b60	0x7c4	Port	0x1f0001	XactSrvLpcPort
1032	svchost.exe	0x820ef570	0x7c8	Event	0x1f0003	
1032	svchost.exe	0x81db2448	0x7cc	Event	0x100003	
1032	svchost.exe	0xe1f57020	0x7d0	Port	0x1f0001	
1032	svchost.exe	0x821a5760	0x7d4	WaitablePort	0x1f0001	TRKWKS_PORT
1032	svchost.exe	0x823c1790	0x7d8	Event	0x1f0003	TRKWKS_EVENT
1032	svchost.exe	0x820ee9d0	0x7dc	File	0x12019f	\Device\NamedPipe\trkwks
1032	svchost.exe	0x81e0a460	0x7e0	File	0x12019f	\Device\NamedPipe\trkwks
1032	svchost.exe	0xe15788b0	0x7e4	Port	0x1f0001	trkwks
1032	svchost.exe	0x820ee960	0x7e8	Event	0x1f0003	
1032	svchost.exe	0x81fe5b90	0x7ec	Thread	0x1f03ff	Tid 1700 Pid 1032
1032	svchost.exe	0x822e6f90	0x7f0	File	0x12019f	\Device\NamedPipe\srvsvc
1032	svchost.exe	0x820dfaf0	0x7f4	File	0x12019f	\Device\NamedPipe\srvsvc
1032	svchost.exe	0x822e6f58	0x7f8	Event	0x21f0003	
1032	svchost.exe	0x822993a8	0x7fc	Event	0x100003	LanmanServerAnnounceEvent
1032	svchost.exe	0x81ca41d8	0x804	Event	0x1f0003	
1032	svchost.exe	0x81fe14f0	0x808	Event	0x1f0003	
1032	svchost.exe	0x81e8a830	0x80c	Thread	0x1f03ff	Tid 1488 Pid 1032
1032	svchost.exe	0x82219a50	0x810	Event	0x1f0003	
1032	svchost.exe	0x8205d198	0x814	Event	0x1f0003	
1032	svchost.exe	0xe1510760	0x818	Port	0x1f0001	srrpc
1032	svchost.exe	0x81fe0cb0	0x81c	Event	0x1f0003	
1032	svchost.exe	0x81ca5020	0x820	Thread	0x1f03ff	Tid 1752 Pid 1032
1032	svchost.exe	0x81ca4bc0	0x824	Event	0x100003	
1032	svchost.exe	0x81cb06a0	0x828	Thread	0x1f03ff	Tid 1392 Pid 1032
1032	svchost.exe	0x81da1680	0x82c	Thread	0x1f03ff	Tid 1508 Pid 1032
1032	svchost.exe	0xe1be4b68	0x830	Port	0x1f0001	
1032	svchost.exe	0x820f7530	0x834	Event	0x100003	
1032	svchost.exe	0x81c9c950	0x838	Event	0x100003	
1032	svchost.exe	0x81c9c980	0x83c	Event	0x1f0003	
1032	svchost.exe	0x82109260	0x840	Event	0x100003	
1032	svchost.exe	0x82219a20	0x844	Event	0x1f0003	
1032	svchost.exe	0x821a9a90	0x848	Thread	0x1f03ff	Tid 1792 Pid 1032
1032	svchost.exe	0x81da1130	0x84c	Event	0x1f0003	
1032	svchost.exe	0x81e08558	0x850	Event	0x1f0003	
1032	svchost.exe	0x821a9e98	0x854	Event	0x1f0003	
1032	svchost.exe	0x81c9c818	0x858	Event	0x1f0003	
1032	svchost.exe	0x81e62eb8	0x85c	Event	0x1f0003	
1032	svchost.exe	0x81dbc778	0x860	Event	0x1f0003	
1032	svchost.exe	0x81dbc748	0x864	Event	0x1f0003	
1032	svchost.exe	0xe1b4d4e8	0x868	Key	0x10	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\AUDIT
1032	svchost.exe	0x820edd80	0x86c	Event	0x1f0003	
1032	svchost.exe	0x8210e3a8	0x870	Event	0x1f0003	W32TIME_NAMED_EVENT_SYSTIME_NOT_CORRECT
1032	svchost.exe	0x82335e20	0x874	Event	0x1f0003	
1032	svchost.exe	0x82335df0	0x878	Event	0x1f0003	
1032	svchost.exe	0x81ed1160	0x87c	Event	0x1f0003	
1032	svchost.exe	0x81ed1130	0x880	Event	0x1f0003	
1032	svchost.exe	0x822a76f0	0x884	Event	0x1f0003	
1032	svchost.exe	0x81dbc7b0	0x888	File	0x12019f	\Device\NamedPipe\W32TIME
1032	svchost.exe	0x81dbc568	0x88c	File	0x12019f	\Device\NamedPipe\W32TIME
1032	svchost.exe	0x82246da0	0x890	Event	0x1f0003	
1032	svchost.exe	0x8210e0c8	0x894	Event	0x100000	userenv: Machine Group Policy has been applied
1032	svchost.exe	0x81e62a80	0x898	Thread	0x1f03ff	Tid 1788 Pid 1032
1032	svchost.exe	0x81e620f8	0x89c	Event	0x1f0003	
1032	svchost.exe	0x822c0250	0x8a0	Event	0x1f0003	
1032	svchost.exe	0x821a9a90	0x8a4	Thread	0x1f03ff	Tid 1792 Pid 1032
1032	svchost.exe	0x8222e6f8	0x8a8	Mutant	0x1f0001	
1032	svchost.exe	0x81da4190	0x8ac	Event	0x1f0003	
1032	svchost.exe	0x81e5c2d0	0x8b0	Mutant	0x1f0001	
1032	svchost.exe	0x81da4160	0x8b4	Event	0x1f0003	
1032	svchost.exe	0x81daa668	0x8b8	Thread	0x1f03ff	Tid 1796 Pid 1032
1032	svchost.exe	0x82105190	0x8bc	Event	0x1f0003	WINMGMT_COREDLL_CANSHUTDOWN
1032	svchost.exe	0x81ee8750	0x8c0	File	0x100001	\Device\HarddiskVolume1\WINDOWS\system32\wbem\mof
1032	svchost.exe	0x82105150	0x8c4	Event	0x1f0003	WINMGMT_PROVIDER_CANSHUTDOWN
1032	svchost.exe	0x81df3a00	0x8c8	Event	0x1f0003	WMI_SysEvent_LodCtr
1032	svchost.exe	0x81df39c0	0x8cc	Event	0x1f0003	WMI_SysEvent_UnLodCtr
1032	svchost.exe	0x81e9d9e0	0x8d0	Event	0x1f0003	WMI_RevAdap_Set
1032	svchost.exe	0x81e9d9a0	0x8d4	Event	0x1f0003	WMI_RevAdap_ACK
1032	svchost.exe	0x81e7c508	0x8d8	Event	0x1f0003	WMI_ProcessIdleTasksStart
1032	svchost.exe	0x81e7c4c8	0x8dc	Event	0x1f0003	WMI_ProcessIdleTasksComplete
1032	svchost.exe	0x81da27b0	0x8e0	File	0x1f01ff	\Device\Afd\Endpoint
1032	svchost.exe	0xe1f57c28	0x8e4	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x822c0220	0x8e8	Event	0x1f0003	
1032	svchost.exe	0xe24bd998	0x8ec	Section	0xf0005	
1032	svchost.exe	0x81e09c98	0x8f4	Event	0x21f0003	
1032	svchost.exe	0x81e5cd78	0x8f8	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205ca48	0x8fc	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0xe1b66700	0x900	Section	0xf0007	AtlDebugAllocator_FileMappingNameStatic3_408
1032	svchost.exe	0x81dedd60	0x904	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81dedcc8	0x908	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c4f8	0x90c	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c460	0x910	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c3c8	0x914	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c330	0x918	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c298	0x91c	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c200	0x920	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c168	0x924	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c0d0	0x928	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205ff90	0x92c	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205fef8	0x930	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205fe60	0x934	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205fdc8	0x938	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205fd30	0x93c	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205fc98	0x940	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205fc00	0x944	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x8205fb68	0x948	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81e5c9e8	0x94c	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81e5c950	0x950	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81e5c8b8	0x954	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
1032	svchost.exe	0x81c9c088	0x958	Mutant	0x1f0001	WindowsUpdateTracingMutex
1032	svchost.exe	0xe2127f28	0x95c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81db1550	0x960	Event	0x100003	
1032	svchost.exe	0x81fc5640	0x964	Event	0x1f0003	
1032	svchost.exe	0x81ff7020	0x968	Process	0x100000	svchost.exe Pid 1200
1032	svchost.exe	0xe11efde0	0x96c	Port	0x1f0001	
1032	svchost.exe	0x8211b320	0x974	Event	0x1f0003	
1032	svchost.exe	0x81fad848	0x978	Event	0x1f0003	
1032	svchost.exe	0x820efd00	0x97c	Event	0x1f0003	
1032	svchost.exe	0x8206d3b8	0x980	Event	0x1f0003	
1032	svchost.exe	0x81c99b08	0x984	Thread	0x1f03ff	Tid 208 Pid 1032
1032	svchost.exe	0x822b90f0	0x988	Event	0x21f0003	
1032	svchost.exe	0xe1e7c090	0x990	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81ee0b30	0x994	Event	0x1f0003	
1032	svchost.exe	0x81c65d80	0x998	Thread	0x1f03ff	Tid 1512 Pid 1032
1032	svchost.exe	0x8221f700	0x99c	Event	0x1f0003	
1032	svchost.exe	0x81cb2280	0x9a0	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
1032	svchost.exe	0x81e86978	0x9a4	Process	0x478	TSVNCache.exe Pid 324
1032	svchost.exe	0x81ed4c48	0x9a8	Event	0x1f0003	
1032	svchost.exe	0x81fe52d0	0x9ac	Process	0x478	vmtoolsd.exe Pid 1664
1032	svchost.exe	0xe20f4f68	0x9b0	Port	0x1f0001	
1032	svchost.exe	0x8208bfc0	0x9b4	Event	0x1f0003	
1032	svchost.exe	0x81e62668	0x9b8	Thread	0x1f03ff	Tid 1800 Pid 1032
1032	svchost.exe	0x820d93f0	0x9bc	Mutant	0x1f0001	
1032	svchost.exe	0x82092a28	0x9c0	Event	0x1f0003	
1032	svchost.exe	0x81ea0ff0	0x9c4	Event	0x100003	
1032	svchost.exe	0x81daa668	0x9c8	Thread	0x1f03ff	Tid 1796 Pid 1032
1032	svchost.exe	0xe20f1e40	0x9cc	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\EVENTSYSTEM\{26C409CC-AE86-11D1-B616-00805FC79216}\SUBSCRIPTIONS
1032	svchost.exe	0xe20f4eb0	0x9d0	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\EVENTSYSTEM\{26C409CC-AE86-11D1-B616-00805FC79216}\EVENTCLASSES
1032	svchost.exe	0xe20f1eb0	0x9d4	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x8221e7c0	0x9d8	WmiGuid	0x100004	
1032	svchost.exe	0x821a0c28	0x9dc	Thread	0x1f03ff	Tid 1824 Pid 1032
1032	svchost.exe	0xe1b41530	0x9e0	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\TRACING\IPNATHLP
1032	svchost.exe	0x821a0188	0x9e4	Semaphore	0x100003	
1032	svchost.exe	0x81e5f190	0x9e8	Semaphore	0x100003	
1032	svchost.exe	0x822aa290	0x9ec	Event	0x1f0003	
1032	svchost.exe	0x81c96658	0x9f0	Thread	0x1f03ff	Tid 432 Pid 1032
1032	svchost.exe	0x81dac4d8	0x9f4	Event	0x1f0003	
1032	svchost.exe	0x82078978	0x9f8	Event	0x1f0003	
1032	svchost.exe	0x81c9c8c0	0x9fc	File	0x12019f	\Device\NamedPipe\EVENTLOG
1032	svchost.exe	0x820831c0	0xa00	Event	0x1f0003	
1032	svchost.exe	0x81ef1570	0xa04	Event	0x1f0003	
1032	svchost.exe	0x82095900	0xa08	Event	0x1f0003	
1032	svchost.exe	0x820958d0	0xa0c	Event	0x1f0003	
1032	svchost.exe	0x82081460	0xa10	Thread	0x1f03ff	Tid 1828 Pid 1032
1032	svchost.exe	0x8222cf38	0xa14	Event	0x1f0003	
1032	svchost.exe	0xe1be0eb0	0xa18	Port	0x1f0001	
1032	svchost.exe	0x82064230	0xa20	Event	0x21f0003	
1032	svchost.exe	0xe2412da8	0xa24	Token	0xc	
1032	svchost.exe	0xe20e0570	0xa28	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x82270808	0xa2c	Thread	0x1f03ff	Tid 1924 Pid 1032
1032	svchost.exe	0x820ea1a0	0xa30	Event	0x1f0003	
1032	svchost.exe	0x82270808	0xa34	Thread	0x1f03ff	Tid 1924 Pid 1032
1032	svchost.exe	0x81e5c4a8	0xa38	Event	0x1f0003	
1032	svchost.exe	0x81e5c478	0xa3c	Event	0x1f0003	
1032	svchost.exe	0x821a09c8	0xa40	Event	0x1f0003	
1032	svchost.exe	0x821a0998	0xa44	Event	0x1f0003	
1032	svchost.exe	0x82305a28	0xa48	Event	0x1f0003	
1032	svchost.exe	0x823059f8	0xa4c	Event	0x1f0003	
1032	svchost.exe	0x81e62668	0xa50	Thread	0x1f03ff	Tid 1800 Pid 1032
1032	svchost.exe	0x823059c8	0xa54	Event	0x1f0003	
1032	svchost.exe	0x81eb2b90	0xa58	File	0x1f01ff	\Device\Afd\Endpoint
1032	svchost.exe	0x81f8aa18	0xa5c	Event	0x1f0003	
1032	svchost.exe	0x81ef0520	0xa60	Event	0x1f0003	
1032	svchost.exe	0xe1bad3c8	0xa64	Key	0x3	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\WINDOWSUPDATE\REPORTING
1032	svchost.exe	0xe1ed2950	0xa68	Key	0x20019	MACHINE\SYSTEM\SETUP
1032	svchost.exe	0xe1b26658	0xa6c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81ca5c30	0xa70	Event	0x1f0003	
1032	svchost.exe	0x81dcc6d8	0xa74	Event	0x20002	
1032	svchost.exe	0x81e68b18	0xa78	Event	0x1f0003	
1032	svchost.exe	0x821a5620	0xa7c	File	0x12019f	\Device\NamedPipe\wkssvc
1032	svchost.exe	0x81cb0b30	0xa84	Thread	0x80	Tid 1388 Pid 1032
1032	svchost.exe	0xe1199828	0xa88	Port	0x1f0001	
1032	svchost.exe	0x820ec7e8	0xa8c	Process	0x478	explorer.exe Pid 1196
1032	svchost.exe	0x81db09c8	0xa90	Event	0x100003	
1032	svchost.exe	0x81caa2c0	0xa98	WmiGuid	0x100004	
1032	svchost.exe	0x82069c68	0xa9c	File	0x100003	\Device\IPNAT
1032	svchost.exe	0x821b2318	0xaa0	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\ReportingEvents.log
1032	svchost.exe	0x820de3e0	0xaa4	Event	0x1f0003	
1032	svchost.exe	0x81ded798	0xaa8	Thread	0x1f03ff	Tid 1844 Pid 1032
1032	svchost.exe	0x81fdffc0	0xaac	Event	0x1f0003	
1032	svchost.exe	0xe1bad360	0xab0	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1be3cc8	0xab4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\COM3
1032	svchost.exe	0x81fdff90	0xab8	Event	0x1f0003	
1032	svchost.exe	0xe1bc0418	0xabc	Section	0x4	RotHintTable
1032	svchost.exe	0xe1af2830	0xac0	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1b42c18	0xac4	Key	0x3	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\WINDOWSUPDATE\REPORTING\EVENTCACHE\SUS
1032	svchost.exe	0x82094680	0xac8	Event	0x1f0003	
1032	svchost.exe	0x82094650	0xacc	Event	0x1f0003	
1032	svchost.exe	0xe1e45868	0xad0	Key	0x3	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\WINDOWSUPDATE\REPORTING\EVENTCACHE\WU
1032	svchost.exe	0x81ecd410	0xad4	Event	0x1f0003	
1032	svchost.exe	0x82094620	0xad8	Event	0x1f0003	
1032	svchost.exe	0x81ecd3e0	0xadc	Event	0x1f0003	
1032	svchost.exe	0x81ecd3b0	0xae0	Event	0x1f0003	
1032	svchost.exe	0x81ecd380	0xae4	Event	0x1f0003	
1032	svchost.exe	0x81ecd350	0xae8	Event	0x1f0003	
1032	svchost.exe	0x81ecd320	0xaec	Event	0x1f0003	
1032	svchost.exe	0xe1af27c8	0xaf0	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x82069c30	0xaf4	Event	0x1f0003	
1032	svchost.exe	0xe1ee0e40	0xaf8	Key	0x3	MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\EPOCH
1032	svchost.exe	0xe1b4f9d8	0xafc	Key	0x10	MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\PARAMETERS\FIREWALLPOLICY
1032	svchost.exe	0x81da1680	0xb00	Thread	0x1f03ff	Tid 1508 Pid 1032
1032	svchost.exe	0xe1ee0dd8	0xb04	Key	0x10	MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\PARAMETERS
1032	svchost.exe	0x81ded738	0xb08	Event	0x1f0003	
1032	svchost.exe	0x81ded708	0xb0c	Event	0x1f0003	
1032	svchost.exe	0x81ded6d8	0xb10	Event	0x1f0003	
1032	svchost.exe	0x81ded610	0xb14	Event	0x1f0003	
1032	svchost.exe	0x81ded5e0	0xb18	Event	0x1f0003	
1032	svchost.exe	0x81c9b390	0xb1c	Event	0x1f0003	
1032	svchost.exe	0xe1bf8fb8	0xb20	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x8208e2b0	0xb28	Mutant	0x1f0001	
1032	svchost.exe	0x81fa4bc8	0xb2c	Thread	0x1f03ff	Tid 1276 Pid 1032
1032	svchost.exe	0x81fd7200	0xb30	Event	0x1f0003	
1032	svchost.exe	0x81fd71d0	0xb34	Event	0x1f0003	
1032	svchost.exe	0xe1b482b0	0xb38	Port	0x1f0001	
1032	svchost.exe	0x81fc56d0	0xb3c	Event	0x1f0003	
1032	svchost.exe	0xe21cf598	0xb44	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81fd6a80	0xb4c	Event	0x1f0003	
1032	svchost.exe	0x81fd6910	0xb50	Event	0x1f0003	
1032	svchost.exe	0x81fd68e0	0xb54	Event	0x1f0003	
1032	svchost.exe	0x81fd6b48	0xb58	Event	0x1f0003	
1032	svchost.exe	0x81fd68b0	0xb5c	Event	0x1f0003	
1032	svchost.exe	0x81fd6880	0xb60	Event	0x1f0003	
1032	svchost.exe	0x81fd6820	0xb64	Event	0x1f0003	
1032	svchost.exe	0x81f86968	0xb68	Event	0x1f0003	
1032	svchost.exe	0x81d9e750	0xb6c	Event	0x1f0003	
1032	svchost.exe	0x81e7cab0	0xb70	Event	0x1f0003	
1032	svchost.exe	0xe1f57378	0xb74	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x82105be0	0xb7c	Mutant	0x1f0001	
1032	svchost.exe	0xe1afc650	0xb80	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1ed57d8	0xb84	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x821afca0	0xb88	Event	0x1f0003	
1032	svchost.exe	0xe1bf6978	0xb8c	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x82219b50	0xb90	Event	0x1f0003	
1032	svchost.exe	0xe1f838b0	0xb94	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1b32bd0	0xb98	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0x81e18598	0xb9c	Event	0x1f0003	
1032	svchost.exe	0x82105c80	0xba0	Event	0x1f0003	
1032	svchost.exe	0x8224a1a0	0xba4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP
1032	svchost.exe	0x822bc970	0xba8	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING2.MAP
1032	svchost.exe	0x82219898	0xbac	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING.VER
1032	svchost.exe	0x822bc470	0xbb0	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP
1032	svchost.exe	0x81e5eb68	0xbb4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP
1032	svchost.exe	0x8209ff90	0xbb8	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA
1032	svchost.exe	0x82105750	0xbbc	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR
1032	svchost.exe	0xe1b32ca8	0xbc0	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1be3eb0	0xbc4	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1e7dc30	0xbc8	Key	0x20019	MACHINE\SOFTWARE\CLASSES
1032	svchost.exe	0xe1b32c58	0xbcc	Section	0xf0007	Wmi Provider Sub System Counters
1032	svchost.exe	0x82105cb0	0xbd0	Event	0x1f0003	
1032	svchost.exe	0x822bc378	0xbd4	Event	0x1f0003	
1032	svchost.exe	0x81e185c8	0xbd8	Event	0x1f0003	
1032	svchost.exe	0x82063c90	0xbdc	Event	0x100000	WBEM_ESS_OPEN_FOR_BUSINESS
1032	svchost.exe	0x81eebc28	0xbe0	Thread	0x1f03ff	Tid 1892 Pid 1032
1032	svchost.exe	0x8208cbf0	0xbe4	Timer	0x1f0003	
1032	svchost.exe	0x81fd7570	0xbe8	WaitablePort	0x1f0001	NLAPublicPort
1032	svchost.exe	0x81d9e2d0	0xbec	Thread	0x1f03ff	Tid 2012 Pid 1032
