Volatility 3 Framework 2.7.0

Virtual	Physical	Size	Offset in File	File output
0xda1b5000	0x14ee8000	0x1000	0x6093000	Disabled
0xda1b6000	0x151aa000	0x1000	0x6094000	Disabled
0xda1b7000	0x1516c000	0x1000	0x6095000	Disabled
0xda1b8000	0x1526e000	0x1000	0x6096000	Disabled
0xda1b9000	0x15131000	0x2000	0x6097000	Disabled
0xda1bb000	0x15374000	0x1000	0x6099000	Disabled
0xda1bc000	0x150b7000	0x2000	0x609a000	Disabled
0xda1be000	0x14f7a000	0x1000	0x609c000	Disabled
0xda1bf000	0x152bd000	0x1000	0x609d000	Disabled
0xda1c0000	0x1533d000	0x1000	0x609e000	Disabled
0xda1c1000	0x150ff000	0x1000	0x609f000	Disabled
0xda1c2000	0x14fbb000	0x1000	0x60a0000	Disabled
0xda1c3000	0x14ffa000	0x1000	0x60a1000	Disabled
0xda1c4000	0x152c1000	0x1000	0x60a2000	Disabled
0xda1c5000	0x15383000	0x1000	0x60a3000	Disabled
0xda1c6000	0x150c5000	0x1000	0x60a4000	Disabled
0xda1c7000	0x15246000	0x1000	0x60a5000	Disabled
0xda1c8000	0x15488000	0x1000	0x60a6000	Disabled
0xda1c9000	0x1554b000	0x1000	0x60a7000	Disabled
0xda1ca000	0x152cd000	0x1000	0x60a8000	Disabled
0xda1cb000	0x1534e000	0x1000	0x60a9000	Disabled
0xda1cc000	0x15190000	0x1000	0x60aa000	Disabled
0xda1cd000	0x15213000	0x1000	0x60ab000	Disabled
0xda1ce000	0x15294000	0x1000	0x60ac000	Disabled
0xda1cf000	0x15316000	0x1000	0x60ad000	Disabled
0xda1d0000	0x152fd000	0x1000	0x60ae000	Disabled
0xda1d1000	0x14ffe000	0x1000	0x60af000	Disabled
0xda1d2000	0x150bf000	0x1000	0x60b0000	Disabled
0xda1d3000	0x15419000	0x1000	0x60b1000	Disabled
0xda1d4000	0x1521b000	0x1000	0x60b2000	Disabled
0xda1d5000	0x1529c000	0x1000	0x60b3000	Disabled
0xda1d6000	0x1505f000	0x1000	0x60b4000	Disabled
0xda1d7000	0x15061000	0x1000	0x60b5000	Disabled
0xda1d8000	0x14550000	0x1000	0x60b6000	Disabled
0xda1d9000	0x145d1000	0x1000	0x60b7000	Disabled
0xda1da000	0x14592000	0x1000	0x60b8000	Disabled
0xda1db000	0x12d28000	0x1000	0x60b9000	Disabled
0xda1dc000	0x1448f000	0x1000	0x60ba000	Disabled
0xda1dd000	0x13d60000	0x1000	0x60bb000	Disabled
0xda1de000	0x13da1000	0x1000	0x60bc000	Disabled
0xda1df000	0x153eb000	0x1000	0x60bd000	Disabled
0xda1e0000	0x1526d000	0x1000	0x60be000	Disabled
0xda1e1000	0x14fa8000	0x1000	0x60bf000	Disabled
0xda1e2000	0x1532f000	0x1000	0x60c0000	Disabled
0xda1e3000	0x15130000	0x1000	0x60c1000	Disabled
0xda1e4000	0x2e5b000	0x1000	0x60c2000	Disabled
0xda1e5000	0x2c60000	0x1000	0x60c3000	Disabled
0xda1e6000	0x15151000	0x1000	0x60c4000	Disabled
0xda1e7000	0x12ea9000	0x2000	0x60c5000	Disabled
0xda1e9000	0x1306b000	0x1000	0x60c7000	Disabled
0xda1ea000	0x15358000	0x1000	0x60c8000	Disabled
0xda1eb000	0x13da4000	0x1000	0x60c9000	Disabled
0xda1ec000	0x13c9f000	0x1000	0x60ca000	Disabled
0xda1ed000	0x13e1a000	0x1000	0x60cb000	Disabled
0xda1ee000	0x13f30000	0x1000	0x60cc000	Disabled
0xda1ef000	0x140b4000	0x1000	0x60cd000	Disabled
0xda1f0000	0x13ef3000	0x1000	0x60ce000	Disabled
0xda1f1000	0x2cc9000	0x1000	0x60cf000	Disabled
0xda1f2000	0x2c8d000	0x1000	0x60d0000	Disabled
0xda1f3000	0x1302c000	0x1000	0x60d1000	Disabled
0xda1f4000	0x12fad000	0x1000	0x60d2000	Disabled
0xda1f5000	0x12f6e000	0x1000	0x60d3000	Disabled
0xda1f6000	0x1306f000	0x1000	0x60d4000	Disabled
0xda1f7000	0x12fb0000	0x1000	0x60d5000	Disabled
0xda1f8000	0x12ef1000	0x1000	0x60d6000	Disabled
0xda1f9000	0x12e72000	0x1000	0x60d7000	Disabled
0xda1fa000	0x12fb3000	0x1000	0x60d8000	Disabled
0xda1fb000	0x130b4000	0x1000	0x60d9000	Disabled
0xda1fc000	0x12eb5000	0x1000	0x60da000	Disabled
0xda1fd000	0x12ff6000	0x1000	0x60db000	Disabled
0xda1fe000	0x12f37000	0x1000	0x60dc000	Disabled
0xda1ff000	0x12ef8000	0x1000	0x60dd000	Disabled
0xda200000	0x12d39000	0x1000	0x60de000	Disabled
0xda201000	0x12e7a000	0x1000	0x60df000	Disabled
0xda202000	0x12dfb000	0x1000	0x60e0000	Disabled
0xda203000	0x12dbc000	0x1000	0x60e1000	Disabled
0xda204000	0x12ffd000	0x1000	0x60e2000	Disabled
0xda205000	0x12dfe000	0x2000	0x60e3000	Disabled
0xda207000	0x13300000	0x1000	0x60e5000	Disabled
0xda208000	0x13041000	0x1000	0x60e6000	Disabled
0xda209000	0x12fc2000	0x1000	0x60e7000	Disabled
0xda20a000	0x13003000	0x1000	0x60e8000	Disabled
0xda20b000	0x12f44000	0x1000	0x60e9000	Disabled
0xda20c000	0x12ec5000	0x1000	0x60ea000	Disabled
0xda20d000	0x13006000	0x1000	0x60eb000	Disabled
0xda20e000	0x12547000	0x1000	0x60ec000	Disabled
0xda20f000	0x13188000	0x1000	0x60ed000	Disabled
0xda210000	0x13149000	0x1000	0x60ee000	Disabled
0xda211000	0x1308a000	0x1000	0x60ef000	Disabled
0xda212000	0x131cb000	0x1000	0x60f0000	Disabled
0xda213000	0x1314c000	0x1000	0x60f1000	Disabled
0xda214000	0x1308d000	0x1000	0x60f2000	Disabled
0xda215000	0x130ce000	0x1000	0x60f3000	Disabled
0xda216000	0x12f0f000	0x1000	0x60f4000	Disabled
0xda217000	0x13010000	0x1000	0x60f5000	Disabled
0xda218000	0x12fd1000	0x1000	0x60f6000	Disabled
0xda219000	0x12f12000	0x1000	0x60f7000	Disabled
0xda21a000	0x12fd3000	0x3000	0x60f8000	Disabled
0xda21d000	0x13016000	0x2000	0x60fb000	Disabled
0xda21f000	0x12fd8000	0x1000	0x60fd000	Disabled
0xda220000	0x130d9000	0x1000	0x60fe000	Disabled
0xda221000	0x12f1a000	0x1000	0x60ff000	Disabled
0xda222000	0x12f5b000	0x1000	0x6100000	Disabled
0xda223000	0x12edc000	0x1000	0x6101000	Disabled
0xda224000	0x12e9d000	0x1000	0x6102000	Disabled
0xda225000	0x12d1e000	0x1000	0x6103000	Disabled
0xda226000	0x12d5f000	0x1000	0x6104000	Disabled
0xda227000	0x12de0000	0x1000	0x6105000	Disabled
0xda228000	0x12e61000	0x1000	0x6106000	Disabled
0xda229000	0x12f22000	0x1000	0x6107000	Disabled
0xda22a000	0x12e23000	0x1000	0x6108000	Disabled
0xda22b000	0x12ea4000	0x1000	0x6109000	Disabled
0xda22c000	0x12d65000	0x1000	0x610a000	Disabled
0xda22d000	0x12c26000	0x1000	0x610b000	Disabled
0xda22e000	0x12d67000	0x2000	0x610c000	Disabled
0xda230000	0x12ee9000	0x2000	0x610e000	Disabled
0xda232000	0x130ab000	0x1000	0x6110000	Disabled
0xda233000	0x1306c000	0x1000	0x6111000	Disabled
0xda234000	0x12fed000	0x1000	0x6112000	Disabled
0xda235000	0x12fae000	0x1000	0x6113000	Disabled
0xda236000	0x137a1000	0x1000	0x6114000	Disabled
0xda237000	0x130af000	0x1000	0x6115000	Disabled
0xda238000	0x137a4000	0x1000	0x6116000	Disabled
0xda239000	0x12ff0000	0x1000	0x6117000	Disabled
0xda23a000	0x12f31000	0x1000	0x6118000	Disabled
0xda23b000	0x12eb2000	0x1000	0x6119000	Disabled
0xda23c000	0x12ff3000	0x1000	0x611a000	Disabled
0xda23d000	0x130f4000	0x1000	0x611b000	Disabled
0xda23e000	0x12ef5000	0x1000	0x611c000	Disabled
0xda23f000	0x13036000	0x1000	0x611d000	Disabled
0xda240000	0x12f77000	0x1000	0x611e000	Disabled
0xda241000	0x12f38000	0x1000	0x611f000	Disabled
0xda242000	0x12d79000	0x1000	0x6120000	Disabled
0xda243000	0x12eba000	0x1000	0x6121000	Disabled
0xda244000	0x2de2000	0x1000	0x6122000	Disabled
0xda245000	0x2de9000	0x1000	0x6123000	Disabled
0xda246000	0x12e3b000	0x1000	0x6124000	Disabled
0xda247000	0x13884000	0x1000	0x6125000	Disabled
0xda248000	0x13b0b000	0x1000	0x6126000	Disabled
0xda249000	0x1394d000	0x1000	0x6127000	Disabled
0xda24a000	0x13ac8000	0x1000	0x6128000	Disabled
0xda24b000	0x2de5000	0x1000	0x6129000	Disabled
0xda24c000	0x12dfc000	0x1000	0x612a000	Disabled
0xda24d000	0x13910000	0x2000	0x612b000	Disabled
0xda24f000	0x2de7000	0x1000	0x612d000	Disabled
0xda250000	0x13852000	0x1000	0x612e000	Disabled
0xda251000	0x2de8000	0x1000	0x612f000	Disabled
0xda252000	0x138d3000	0x1000	0x6130000	Disabled
0xda253000	0x13954000	0x1000	0x6131000	Disabled
0xda254000	0x13996000	0x3000	0x6132000	Disabled
0xda257000	0x2de6000	0x1000	0x6135000	Disabled
0xda258000	0x13a99000	0x1000	0x6136000	Disabled
0xda259000	0x1303d000	0x1000	0x6137000	Disabled
0xda25a000	0x12e3e000	0x2000	0x6138000	Disabled
0xda25c000	0x13340000	0x1000	0x613a000	Disabled
0xda25d000	0x13081000	0x1000	0x613b000	Disabled
0xda25e000	0x13002000	0x1000	0x613c000	Disabled
0xda25f000	0x13043000	0x1000	0x613d000	Disabled
0xda260000	0x12f84000	0x1000	0x613e000	Disabled
0xda261000	0x12f05000	0x1000	0x613f000	Disabled
0xda262000	0x13046000	0x1000	0x6140000	Disabled
0xda263000	0x13187000	0x1000	0x6141000	Disabled
0xda264000	0x131c8000	0x1000	0x6142000	Disabled
0xda265000	0x13189000	0x1000	0x6143000	Disabled
0xda266000	0x130ca000	0x1000	0x6144000	Disabled
0xda267000	0x1320b000	0x1000	0x6145000	Disabled
0xda268000	0x1318c000	0x1000	0x6146000	Disabled
0xda269000	0x151ff000	0x1000	0x6147000	Disabled
0xda26a000	0x130cd000	0x1000	0x6148000	Disabled
0xda26b000	0x1310e000	0x1000	0x6149000	Disabled
0xda26c000	0x12f4f000	0x1000	0x614a000	Disabled
0xda26d000	0x13113000	0x1000	0x614b000	Disabled
0xda26e000	0x13050000	0x1000	0x614c000	Disabled
0xda26f000	0x13011000	0x1000	0x614d000	Disabled
0xda270000	0x12f52000	0x1000	0x614e000	Disabled
0xda271000	0x13013000	0x1000	0x614f000	Disabled
0xda272000	0x10dd2000	0x1000	0x6150000	Disabled
0xda273000	0x136a7000	0x2000	0x6151000	Disabled
0xda275000	0x13014000	0x2000	0x6153000	Disabled
0xda277000	0x13056000	0x2000	0x6155000	Disabled
0xda279000	0x137e9000	0x1000	0x6157000	Disabled
0xda27a000	0x13018000	0x1000	0x6158000	Disabled
0xda27b000	0x13119000	0x1000	0x6159000	Disabled
0xda27c000	0x12f5a000	0x1000	0x615a000	Disabled
0xda27d000	0x15384000	0x1000	0x615b000	Disabled
0xda27e000	0x151c5000	0x1000	0x615c000	Disabled
0xda27f000	0x15346000	0x1000	0x615d000	Disabled
0xda280000	0x12f9b000	0x1000	0x615e000	Disabled
0xda281000	0x12f1c000	0x1000	0x615f000	Disabled
0xda282000	0x12edd000	0x1000	0x6160000	Disabled
0xda283000	0x12d5e000	0x1000	0x6161000	Disabled
0xda284000	0x12d9f000	0x1000	0x6162000	Disabled
0xda285000	0x12e20000	0x1000	0x6163000	Disabled
0xda286000	0x12ea1000	0x1000	0x6164000	Disabled
0xda287000	0x12f62000	0x1000	0x6165000	Disabled
0xda288000	0x12e63000	0x1000	0x6166000	Disabled
0xda289000	0x12ee4000	0x1000	0x6167000	Disabled
0xda28a000	0x139eb000	0x1000	0x6168000	Disabled
0xda28b000	0x12da5000	0x1000	0x6169000	Disabled
0xda28c000	0x12c66000	0x1000	0x616a000	Disabled
0xda28d000	0x12da7000	0x2000	0x616b000	Disabled
0xda28f000	0x12f29000	0x2000	0x616d000	Disabled
0xda291000	0x130eb000	0x1000	0x616f000	Disabled
0xda292000	0x130ac000	0x1000	0x6170000	Disabled
0xda293000	0x1302d000	0x1000	0x6171000	Disabled
0xda294000	0x12fee000	0x1000	0x6172000	Disabled
0xda295000	0x130ef000	0x1000	0x6173000	Disabled
0xda296000	0x2c90000	0x1000	0x6174000	Disabled
0xda297000	0x2c8e000	0x1000	0x6175000	Disabled
0xda298000	0x2c52000	0x1000	0x6176000	Disabled
0xda299000	0x2c8f000	0x1000	0x6177000	Disabled
0xda29a000	0x2c51000	0x1000	0x6178000	Disabled
0xda29b000	0x13030000	0x1000	0x6179000	Disabled
0xda29c000	0x12f71000	0x1000	0x617a000	Disabled
0xda29d000	0x1532c000	0x1000	0x617b000	Disabled
0xda29e000	0x12ef2000	0x1000	0x617c000	Disabled
0xda29f000	0x13033000	0x1000	0x617d000	Disabled
0xda2a0000	0x13134000	0x1000	0x617e000	Disabled
0xda2a1000	0x12f35000	0x1000	0x617f000	Disabled
0xda2a2000	0x13076000	0x1000	0x6180000	Disabled
0xda2a3000	0x15010000	0x1000	0x6181000	Disabled
0xda2a4000	0x15114000	0x1000	0x6182000	Disabled
0xda2a5000	0x151d5000	0x1000	0x6183000	Disabled
0xda2a6000	0x15057000	0x1000	0x6184000	Disabled
0xda2a7000	0x15198000	0x1000	0x6185000	Disabled
0xda2a8000	0x1505a000	0x1000	0x6186000	Disabled
0xda2a9000	0x1509b000	0x1000	0x6187000	Disabled
0xda2aa000	0x1511c000	0x1000	0x6188000	Disabled
0xda2ab000	0x1509d000	0x1000	0x6189000	Disabled
0xda2ac000	0x14fa7000	0x1000	0x618a000	Disabled
0xda2ad000	0x14e28000	0x1000	0x618b000	Disabled
0xda2ae000	0x14d66000	0x1000	0x618c000	Disabled
0xda2af000	0x14f29000	0x1000	0x618d000	Disabled
0xda2b0000	0x1526b000	0x1000	0x618e000	Disabled
0xda2b1000	0x150ac000	0x1000	0x618f000	Disabled
0xda2b2000	0x150ed000	0x1000	0x6190000	Disabled
0xda2b3000	0x151ae000	0x1000	0x6191000	Disabled
0xda2b4000	0x150ea000	0x1000	0x6192000	Disabled
0xda2b5000	0x151af000	0x1000	0x6193000	Disabled
0xda2b6000	0x15071000	0x2000	0x6194000	Disabled
0xda2b8000	0x151b6000	0x1000	0x6196000	Disabled
0xda2b9000	0x14ff8000	0x1000	0x6197000	Disabled
0xda2ba000	0x14eba000	0x1000	0x6198000	Disabled
0xda2bb000	0x14ffc000	0x1000	0x6199000	Disabled
0xda2bc000	0x14efe000	0x1000	0x619a000	Disabled
0xda2bd000	0x15580000	0x1000	0x619b000	Disabled
0xda2be000	0x152b4000	0x1000	0x619c000	Disabled
0xda2bf000	0x15102000	0x1000	0x619d000	Disabled
0xda2c0000	0x12d26000	0x1000	0x619e000	Disabled
0xda2c1000	0x15232000	0x1000	0x619f000	Disabled
0xda2c2000	0x12e67000	0x1000	0x61a0000	Disabled
0xda2c3000	0x15173000	0x1000	0x61a1000	Disabled
0xda2c4000	0x15237000	0x2000	0x61a2000	Disabled
0xda2c6000	0x12e68000	0x1000	0x61a4000	Disabled
0xda2c7000	0x12fe9000	0x2000	0x61a5000	Disabled
0xda2c9000	0x15179000	0x1000	0x61a7000	Disabled
0xda2ca000	0x131ab000	0x1000	0x61a8000	Disabled
0xda2cb000	0x150fa000	0x1000	0x61a9000	Disabled
0xda2cc000	0x1316c000	0x1000	0x61aa000	Disabled
0xda2cd000	0x130ed000	0x1000	0x61ab000	Disabled
0xda2ce000	0x157c0000	0x1000	0x61ac000	Disabled
0xda2cf000	0x153c1000	0x1000	0x61ad000	Disabled
0xda2d0000	0x130ae000	0x1000	0x61ae000	Disabled
0xda2d1000	0x15587000	0x2000	0x61af000	Disabled
0xda2d3000	0x154c9000	0x1000	0x61b1000	Disabled
0xda2d4000	0x153cd000	0x1000	0x61b2000	Disabled
0xda2d5000	0x1564b000	0x1000	0x61b3000	Disabled
0xda2d6000	0x154cc000	0x1000	0x61b4000	Disabled
0xda2d7000	0x131af000	0x1000	0x61b5000	Disabled
0xda2d8000	0x130f0000	0x1000	0x61b6000	Disabled
0xda2d9000	0x1544e000	0x1000	0x61b7000	Disabled
0xda2da000	0x1528f000	0x2000	0x61b8000	Disabled
0xda2dc000	0x15352000	0x1000	0x61ba000	Disabled
0xda2dd000	0x15313000	0x1000	0x61bb000	Disabled
0xda2de000	0x15394000	0x1000	0x61bc000	Disabled
0xda2df000	0x15455000	0x1000	0x61bd000	Disabled
0xda2e0000	0x152d7000	0x1000	0x61be000	Disabled
0xda2e1000	0x15416000	0x1000	0x61bf000	Disabled
0xda2e2000	0x15418000	0x1000	0x61c0000	Disabled
0xda2e3000	0x15519000	0x1000	0x61c1000	Disabled
0xda2e4000	0x15289000	0x1000	0x61c2000	Disabled
0xda2e5000	0x12fb7000	0x1000	0x61c3000	Disabled
0xda2e6000	0x12f78000	0x1000	0x61c4000	Disabled
0xda2e7000	0x12db9000	0x1000	0x61c5000	Disabled
0xda2e8000	0x1540b000	0x1000	0x61c6000	Disabled
0xda2e9000	0x1528c000	0x1000	0x61c7000	Disabled
0xda2ea000	0x1518d000	0x1000	0x61c8000	Disabled
0xda2eb000	0x1520e000	0x1000	0x61c9000	Disabled
0xda2ec000	0x15304000	0x1000	0x61ca000	Disabled
0xda2ed000	0x15145000	0x1000	0x61cb000	Disabled
0xda2ee000	0x152c6000	0x1000	0x61cc000	Disabled
0xda2ef000	0x15507000	0x1000	0x61cd000	Disabled
0xda2f0000	0x15312000	0x1000	0x61ce000	Disabled
0xda2f1000	0x1505e000	0x1000	0x61cf000	Disabled
0xda2f2000	0x1515f000	0x1000	0x61d0000	Disabled
0xda2f3000	0x152d3000	0x1000	0x61d1000	Disabled
0xda2f4000	0x152a3000	0x1000	0x61d2000	Disabled
0xda2f5000	0x138db000	0x1000	0x61d3000	Disabled
0xda2f6000	0x1385d000	0x1000	0x61d4000	Disabled
0xda2f7000	0x15264000	0x1000	0x61d5000	Disabled
0xda2f8000	0x14fe6000	0x1000	0x61d6000	Disabled
0xda2f9000	0x15227000	0x1000	0x61d7000	Disabled
0xda2fa000	0x150a8000	0x1000	0x61d8000	Disabled
0xda2fb000	0x151a9000	0x1000	0x61d9000	Disabled
0xda2fc000	0x12efa000	0x1000	0x61da000	Disabled
0xda2fd000	0x13763000	0x1000	0x61db000	Disabled
0xda2fe000	0x1536a000	0x1000	0x61dc000	Disabled
0xda2ff000	0x12e7b000	0x1000	0x61dd000	Disabled
0xda300000	0x12e3c000	0x1000	0x61de000	Disabled
0xda301000	0x1307d000	0x1000	0x61df000	Disabled
0xda302000	0x12e7e000	0x2000	0x61e0000	Disabled
0xda304000	0x1398e000	0x1000	0x61e2000	Disabled
0xda305000	0x150b1000	0x2000	0x61e3000	Disabled
0xda307000	0x151ef000	0x1000	0x61e5000	Disabled
0xda308000	0x13380000	0x1000	0x61e6000	Disabled
0xda309000	0x130c1000	0x1000	0x61e7000	Disabled
0xda30a000	0x13042000	0x1000	0x61e8000	Disabled
0xda30b000	0x13083000	0x1000	0x61e9000	Disabled
0xda30c000	0x12fc4000	0x1000	0x61ea000	Disabled
0xda30d000	0x12f45000	0x1000	0x61eb000	Disabled
0xda30e000	0x13086000	0x1000	0x61ec000	Disabled
0xda30f000	0x131c7000	0x1000	0x61ed000	Disabled
0xda310000	0x13208000	0x1000	0x61ee000	Disabled
0xda311000	0x131c9000	0x1000	0x61ef000	Disabled
0xda312000	0x14fe0000	0x1000	0x61f0000	Disabled
0xda313000	0x14ee1000	0x1000	0x61f1000	Disabled
0xda322000	0x2cc8000	0x1000	0x61f2000	Disabled
0xda323000	0x1310a000	0x1000	0x61f3000	Disabled
0xda324000	0x15299000	0x1000	0x61f4000	Disabled
0xda325000	0x14fe2000	0x1000	0x61f5000	Disabled
0xda326000	0x15023000	0x1000	0x61f6000	Disabled
0xda327000	0x14fe4000	0x1000	0x61f7000	Disabled
0xda328000	0x14ff0000	0x1000	0x61f8000	Disabled
0xda329000	0x14ff3000	0x1000	0x61f9000	Disabled
0xda32a000	0x14efa000	0x1000	0x61fa000	Disabled
0xda32b000	0x14ebb000	0x1000	0x61fb000	Disabled
0xda32c000	0x15434000	0x1000	0x61fc000	Disabled
0xda32d000	0x15335000	0x2000	0x61fd000	Disabled
0xda32f000	0x15177000	0x2000	0x61ff000	Disabled
0xda331000	0x150b9000	0x1000	0x6201000	Disabled
0xda332000	0x1503a000	0x1000	0x6202000	Disabled
0xda333000	0x14ffb000	0x1000	0x6203000	Disabled
0xda334000	0x1537d000	0x1000	0x6204000	Disabled
0xda335000	0x1507e000	0x1000	0x6205000	Disabled
0xda336000	0x1513f000	0x1000	0x6206000	Disabled
0xda337000	0x15700000	0x1000	0x6207000	Disabled
0xda338000	0x15301000	0x1000	0x6208000	Disabled
0xda339000	0x15282000	0x1000	0x6209000	Disabled
0xda33a000	0x153c3000	0x1000	0x620a000	Disabled
0xda33b000	0x152c4000	0x1000	0x620b000	Disabled
0xda33c000	0x151a0000	0x1000	0x620c000	Disabled
0xda33d000	0x14f26000	0x1000	0x620d000	Disabled
0xda33e000	0x15167000	0x1000	0x620e000	Disabled
0xda33f000	0x14fe8000	0x1000	0x620f000	Disabled
0xda340000	0x151fc000	0x1000	0x6210000	Disabled
0xda341000	0x137ea000	0x1000	0x6211000	Disabled
0xda342000	0x153fd000	0x1000	0x6212000	Disabled
0xda343000	0x150fe000	0x1000	0x6213000	Disabled
0xda344000	0x15260000	0x1000	0x6214000	Disabled
0xda345000	0x15161000	0x1000	0x6215000	Disabled
0xda346000	0x1324b000	0x1000	0x6216000	Disabled
0xda347000	0x131cc000	0x1000	0x6217000	Disabled
0xda348000	0x139ef000	0x1000	0x6218000	Disabled
0xda349000	0x2c5f000	0x1000	0x6219000	Disabled
0xda34a000	0x1310d000	0x1000	0x621a000	Disabled
0xda34b000	0x1398a000	0x1000	0x621b000	Disabled
0xda34c000	0x151f1000	0x1000	0x621c000	Disabled
0xda34d000	0x1314e000	0x1000	0x621d000	Disabled
0xda34e000	0x2de4000	0x1000	0x621e000	Disabled
0xda34f000	0x130f3000	0x1000	0x621f000	Disabled
0xda350000	0x2b61000	0x1000	0x6220000	Disabled
0xda351000	0x1371e000	0x1000	0x6221000	Disabled
0xda352000	0x13946000	0x1000	0x6222000	Disabled
0xda353000	0x13665000	0x1000	0x6223000	Disabled
0xda354000	0x13720000	0x1000	0x6224000	Disabled
0xda355000	0x13a47000	0x1000	0x6225000	Disabled
0xda356000	0x137cf000	0x1000	0x6226000	Disabled
0xda357000	0x13a8c000	0x1000	0x6227000	Disabled
0xda358000	0x12f8f000	0x1000	0x6228000	Disabled
0xda359000	0x13090000	0x1000	0x6229000	Disabled
0xda35a000	0x1385c000	0x1000	0x622a000	Disabled
0xda35b000	0x136df000	0x1000	0x622b000	Disabled
0xda35c000	0x13051000	0x1000	0x622c000	Disabled
0xda35d000	0x13862000	0x1000	0x622d000	Disabled
0xda35e000	0x13995000	0x1000	0x622e000	Disabled
0xda35f000	0x153b6000	0x1000	0x622f000	Disabled
0xda360000	0x15443000	0x1000	0x6230000	Disabled
0xda361000	0x15185000	0x1000	0x6231000	Disabled
0xda362000	0x15306000	0x1000	0x6232000	Disabled
0xda363000	0x15547000	0x1000	0x6233000	Disabled
0xda364000	0x15391000	0x1000	0x6234000	Disabled
0xda365000	0x15354000	0x1000	0x6235000	Disabled
0xda366000	0x1529a000	0x1000	0x6236000	Disabled
0xda367000	0x152db000	0x1000	0x6237000	Disabled
0xda368000	0x1511f000	0x1000	0x6238000	Disabled
0xda369000	0x1523c000	0x1000	0x6239000	Disabled
0xda36a000	0x1543d000	0x1000	0x623a000	Disabled
0xda36b000	0x1513e000	0x1000	0x623b000	Disabled
0xda36c000	0x12f92000	0x1000	0x623c000	Disabled
0xda36d000	0x13053000	0x3000	0x623d000	Disabled
0xda370000	0x2c5e000	0x1000	0x6240000	Disabled
0xda371000	0x13096000	0x1000	0x6241000	Disabled
0xda372000	0x13ac9000	0x1000	0x6242000	Disabled
0xda373000	0x13097000	0x1000	0x6243000	Disabled
0xda374000	0x13566000	0x1000	0x6244000	Disabled
0xda375000	0x14dde000	0x1000	0x6245000	Disabled
0xda376000	0x14edf000	0x1000	0x6246000	Disabled
0xda377000	0x13058000	0x1000	0x6247000	Disabled
0xda378000	0x13159000	0x1000	0x6248000	Disabled
0xda379000	0x12f9a000	0x1000	0x6249000	Disabled
0xda37a000	0x18510000	0x1000	0x624a000	Disabled
0xda37b000	0x18591000	0x1000	0x624b000	Disabled
0xda3c0000	0x15271000	0x2000	0x624c000	Disabled
0xda3c2000	0x151b3000	0x1000	0x624e000	Disabled
0xda3c3000	0x154b4000	0x1000	0x624f000	Disabled
0xda3c4000	0x151f7000	0x2000	0x6250000	Disabled
0xda3c6000	0x15139000	0x1000	0x6252000	Disabled
0xda3c7000	0x150ba000	0x1000	0x6253000	Disabled
0xda3c8000	0x151bf000	0x1000	0x6254000	Disabled
0xda3c9000	0x15780000	0x1000	0x6255000	Disabled
0xda3ca000	0x15381000	0x1000	0x6256000	Disabled
0xda3cb000	0x15302000	0x1000	0x6257000	Disabled
0xda3cc000	0x150e9000	0x1000	0x6258000	Disabled
0xda3cd000	0x152aa000	0x1000	0x6259000	Disabled
0xda3ce000	0x1542b000	0x1000	0x625a000	Disabled
0xda3cf000	0x1526c000	0x1000	0x625b000	Disabled
0xda3d0000	0x152ad000	0x1000	0x625c000	Disabled
0xda3d1000	0x1536e000	0x2000	0x625d000	Disabled
0xda3d3000	0x15170000	0x1000	0x625f000	Disabled
0xda3d4000	0x15489000	0x1000	0x6260000	Disabled
0xda3d5000	0x1518e000	0x1000	0x6261000	Disabled
0xda3d6000	0x1540a000	0x1000	0x6262000	Disabled
0xda3d7000	0x1560b000	0x1000	0x6263000	Disabled
0xda3d8000	0x1538d000	0x1000	0x6264000	Disabled
0xda3d9000	0x1540e000	0x1000	0x6265000	Disabled
0xda3da000	0x1524f000	0x2000	0x6266000	Disabled
0xda3dc000	0x15415000	0x1000	0x6268000	Disabled
0xda3dd000	0x153d6000	0x1000	0x6269000	Disabled
0xda3de000	0x15297000	0x1000	0x626a000	Disabled
0xda3df000	0x153d8000	0x1000	0x626b000	Disabled
0xda3e0000	0x151e3000	0x1000	0x626c000	Disabled
0xda3e1000	0x151a2000	0x1000	0x626d000	Disabled
0xda3e2000	0x151a4000	0x1000	0x626e000	Disabled
0xda3e3000	0x14f25000	0x1000	0x626f000	Disabled
0xda3e4000	0x151b7000	0x1000	0x6270000	Disabled
0xda3e5000	0x15376000	0x1000	0x6271000	Disabled
0xda3e6000	0x151b8000	0x1000	0x6272000	Disabled
0xda3e7000	0x150f9000	0x1000	0x6273000	Disabled
0xda3e8000	0x15220000	0x1000	0x6274000	Disabled
0xda3e9000	0x15121000	0x1000	0x6275000	Disabled
0xda3ea000	0x15222000	0x1000	0x6276000	Disabled
0xda3eb000	0x15263000	0x1000	0x6277000	Disabled
0xda3ec000	0x14fa5000	0x2000	0x6278000	Disabled
0xda3ee000	0x2b62000	0x1000	0x627a000	Disabled
0xda3ef000	0x15068000	0x1000	0x627b000	Disabled
0xda3f0000	0x15169000	0x1000	0x627c000	Disabled
0xda3f1000	0x1532a000	0x1000	0x627d000	Disabled
0xda3f2000	0x154ab000	0x1000	0x627e000	Disabled
0xda3f3000	0x152ec000	0x1000	0x627f000	Disabled
0xda3f4000	0x1532d000	0x1000	0x6280000	Disabled
